chrom	left	right	max_coverage	gene_id	strand	pval	height	gene_name	Fold change SP/OO GL	Classification OO/SP GL	Oo. expression	Sp. expression	Wormbase ID	Program	WB ID	biotype	chrm	location
V	1157990	1158060	4	WBGene00000552	+	0	4.0	cmd-1	1.114276	Spermatogenic	241.969	477.682	WBGene00000552	Oogenic and Spermatogenic	WBGene00000552	protein_coding	V	3'UTR
X	2917631	2917664	2	WBGene00003776	+	0	2.0	nmy-1	-0.1124256	Gender Neutral	10.6554	9.47585	WBGene00003776	Oogenic only	WBGene00003776	protein_coding	X	3'UTR
III	6202467	6202526	4	WBGene00004459	+	0	4.0	rpn-2	0.3118017	Gender Neutral	225.65	269.705	WBGene00004459	Oogenic only	WBGene00004459	protein_coding	III	3'UTR
IV	6906574	6906620	4	WBGene00004458	-	0	4.0	rpn-1	0.4111478	Gender Neutral	249.633	317.846	WBGene00004458	Oogenic only	WBGene00004458	protein_coding	IV	3'UTR
IV	8682349	8682421	3	WBGene00017237	-	0	3.0	pole-2	-0.3292397	Gender Neutral	57.4622	45.4215	WBGene00017237	Oogenic and Spermatogenic	WBGene00017237	protein_coding	IV	3'UTR
IV	14096441	14096485	3	WBGene00009926	+	0	3.0	noah-2					WBGene00009926	Oogenic only	WBGene00009926	protein_coding	IV	3'UTR
IV	12084169	12084247	4	WBGene00008682	+	0	4.0	lex-1	-0.2272705	Gender Neutral	90.8892	74.6238	WBGene00008682	Oogenic only	WBGene00008682	protein_coding	IV	3'UTR
IV	10926762	10926838	2	WBGene00001017	-	0	2.0	dnc-1	0.2083737	Gender Neutral	43.4828	47.5618	WBGene00001017	Oogenic only	WBGene00001017	protein_coding	IV	3'UTR
IV	12087836	12087930	2	WBGene00008687	-	0	2.0	F11A10.6	1.83088	Spermatogenic	26.9532	83.0468	WBGene00008687	Oogenic and Spermatogenic	WBGene00008687	protein_coding	IV	CDS
I	3733544	3733591	2	WBGene00004147	-	0	2.0	larp-5	-0.09428502	Gender Neutral	134.83	122.51	WBGene00004147	Oogenic only	WBGene00004147	protein_coding	I	3'UTR
II	10268058	10268121	4	WBGene00010013	+	0	4.0	F54B3.1	-0.2716278	Gender Neutral	14.8977	11.6822	WBGene00010013	Oogenic only	WBGene00010013	protein_coding	II	3'UTR
V	7729522	7729564	2	WBGene00022410	+	0	2.0	Y97E10C.1	0.06640963	Gender Neutral	2.96453	3.11301	WBGene00022410	Oogenic and Spermatogenic	WBGene00022410	protein_coding	V	3'UTR
X	8790530	8790565	3	WBGene00006764	+	0	3.0	unc-27	0.8056643	Gender Neutral	52.8906	85.9321	WBGene00006764	Spermatogenic only	WBGene00006764	protein_coding	X	3'UTR
IV	12141205	12141271	3	WBGene00007090	-	0	3.0	B0001.5	-0.2893852	Gender Neutral	33.7101	27.0671	WBGene00007090	Oogenic only	WBGene00007090	protein_coding	IV	3'UTR
III	7214794	7214830	2	WBGene00020107	+	0	2.0	R151.2	-0.4944109	Gender Neutral	213.248	145.525	WBGene00020107	Oogenic only	WBGene00020107	protein_coding	III	3'UTR
IV	7870746	7870800	2	WBGene00020289	+	0	2.0	T06C10.3	10.65503	Spermatogenic	0.104752	103.251	WBGene00020289	Spermatogenic only	WBGene00020289	protein_coding	IV	5'UTR
I	10660169	10660241	4	WBGene00015237	-	0	4.0	B0511.12					WBGene00015237	Oogenic only	WBGene00015237	protein_coding	I	CDS
III	4870780	4870841	3	WBGene00016440	+	0	3.0	gipc-1	7.863565	Spermatogenic	4.84891	1975.83	WBGene00016440	Spermatogenic only	WBGene00016440	protein_coding	III	5'UTR
IV	9802116	9802156	2	WBGene00001396	+	0	2.0	fat-4	-0.2247321	Gender Neutral	70.99	60.6177	WBGene00001396	Oogenic only	WBGene00001396	protein_coding	IV	3'UTR
I	10806447	10806504	3	WBGene00018847	+	0	3.0	marc-6	-0.1049795	Gender Neutral	56.1738	50.804	WBGene00018847	Oogenic only	WBGene00018847	protein_coding	I	3'UTR
III	4715547	4715578	2	WBGene00001259	-	0	2.0	emb-5	-0.1064613	Gender Neutral	93.1653	82.6192	WBGene00001259	Oogenic only	WBGene00001259	protein_coding	III	3'UTR
IV	13318365	13318415	2	WBGene00001393	+	0	2.0	fat-1	0.2407384	Gender Neutral	161.203	181.947	WBGene00001393	Oogenic and Spermatogenic	WBGene00001393	protein_coding	IV	CDS
IV	13318706	13318751	3	WBGene00001393	+	0	3.0	fat-1	0.2407384	Gender Neutral	161.203	181.947	WBGene00001393	Oogenic and Spermatogenic	WBGene00001393	protein_coding	IV	3'UTR
V	8955658	8955755	4	WBGene00001526	+	0	4.0	gck-1	1.116768	Spermatogenic	42.8668	90.6787	WBGene00001526	Oogenic and Spermatogenic	WBGene00001526	protein_coding	V	3'UTR
V	8955806	8955860	4	WBGene00001526	+	0	4.0	gck-1	1.116768	Spermatogenic	42.8668	90.6787	WBGene00001526	Oogenic and Spermatogenic	WBGene00001526	protein_coding	V	3'UTR
V	8955975	8956055	3	WBGene00001526	+	0	3.0	gck-1	1.116768	Spermatogenic	42.8668	90.6787	WBGene00001526	Oogenic and Spermatogenic	WBGene00001526	protein_coding	V	3'UTR
I	7819328	7819362	2	WBGene00008399	+	0	2.0	D2005.4					WBGene00008399	Oogenic only	WBGene00008399	protein_coding	I	3'UTR
III	13550850	13550900	4	WBGene00013578	-	0	4.0	scav-2	-2.139694	Oogenic	58.4762	13.2259	WBGene00013578	Oogenic only	WBGene00013578	protein_coding	III	3'UTR
II	14801347	14801440	4	WBGene00045372	-	0	4.0	W01D2.8					WBGene00045372		WBGene00045372	ncRNA	II	ncRNA
X	14477225	14477286	2	WBGene00045371	+	0	2.0	M163.15					WBGene00045371		WBGene00045371	ncRNA	X	ncRNA
IV	10736923	10737010	3	WBGene00000865	+	0	2.0	cyb-1	1.150696	Spermatogenic	337.827	595.458	WBGene00000865	Oogenic and Spermatogenic	WBGene00000865	protein_coding	IV	3'UTR
I	8517507	8517539	2	WBGene00010498	-	0	2.0	K02B12.5	-1.20747	Oogenic	25.4637	10.6107	WBGene00010498	Oogenic only	WBGene00010498	protein_coding	I	3'UTR
III	2681042	2681080	3	WBGene00002915	+	0	3.0	let-805	1.487477	Spermatogenic	0.41752	1.19337	WBGene00002915	Spermatogenic only	WBGene00002915	protein_coding	III	3'UTR
III	6321300	6321332	2	WBGene00016980	-	0	2.0	C56G2.5	4.606208	Spermatogenic	5.35462	121.662	WBGene00016980	Oogenic and Spermatogenic	WBGene00016980	protein_coding	III	CDS
I	6836952	6837018	4	WBGene00019322	+	0	4.0	ahcy-1	0.8354982	Gender Neutral	796.071	1377.5	WBGene00019322	Oogenic and Spermatogenic	WBGene00019322	protein_coding	I	CDS
I	318673	318796	6	WBGene00002079	-	0	4.0	xpo-2	-1.107067	Oogenic	125.475	55.6094	WBGene00002079	Oogenic only	WBGene00002079	protein_coding	I	3'UTR
III	6246090	6246282	5	WBGene00020442	-	0	4.0	gen-1					WBGene00020442	Oogenic and Spermatogenic	WBGene00020442	protein_coding	III	3'UTR
V	9978912	9978971	2	WBGene00007784	-	0	2.0	ruvb-1	-0.4579636	Gender Neutral	131.427	92.4957	WBGene00007784	Oogenic only	WBGene00007784	protein_coding	V	3'UTR
III	10810794	10810883	2	WBGene00002219	+	0	2.0	klp-7	-0.1053007	Gender Neutral	138.266	120.356	WBGene00002219	Oogenic only	WBGene00002219	protein_coding	III	3'UTR
III	8404116	8404148	2	WBGene00022703	-	0	2.0	ubxn-4	0.1408561	Gender Neutral	147.874	156.712	WBGene00022703	Oogenic and Spermatogenic	WBGene00022703	protein_coding	III	CDS
V	14008882	14008925	2	WBGene00010260	-	0	2.0	ddx-17	-0.7966431	Gender Neutral	406.561	223.464	WBGene00010260	Oogenic and Spermatogenic	WBGene00010260	ncRNA	V	3'UTR
V	14008960	14009028	4	WBGene00010260	-	0	4.0	ddx-17	-0.7966431	Gender Neutral	406.561	223.464	WBGene00010260	Oogenic and Spermatogenic	WBGene00010260	ncRNA	V	3'UTR
V	14009057	14009113	3	WBGene00010260	-	0	3.0	ddx-17	-0.7966431	Gender Neutral	406.561	223.464	WBGene00010260	Oogenic and Spermatogenic	WBGene00010260	ncRNA	V	3'UTR
V	12966105	12966137	2	WBGene00011306	-	0	2.0	R186.3	0.07644091	Gender Neutral	122.338	124.759	WBGene00011306	Oogenic only	WBGene00011306	protein_coding	V	3'UTR
II	10544282	10544382	4	WBGene00011304	-	0	4.0	mnk-1					WBGene00011304	Oogenic only	WBGene00011304	protein_coding	II	3'UTR
V	19692927	19692976	2	WBGene00003413	+	0	2.0	mrp-7	-1.009796	Oogenic	37.6842	17.7054	WBGene00003413	Oogenic only	WBGene00003413	protein_coding	V	3'UTR
MtDNA	9851	9910	3	WBGene00010965	+	0	3.0	ctc-2					WBGene00010965	Spermatogenic only	WBGene00010965	protein_coding	MtDNA	CDS
I	7602002	7602044	4	WBGene00008419	+	0	4.0	wdr-23	-1.473398	Oogenic	44.21	15.5523	WBGene00008419	Oogenic only	WBGene00008419	protein_coding	I	3'UTR
I	1983283	1983324	2	WBGene00021763	+	0	2.0	Y51F10.2	-2.970574	Oogenic	312.256	39.6877	WBGene00021763	Oogenic and Spermatogenic	WBGene00021763	protein_coding	I	3'UTR
II	10560222	10560300	4	WBGene00007352	-	0	4.0	cdc-48.1	-0.0229318	Gender Neutral	481.395	460.374	WBGene00007352	Oogenic and Spermatogenic	WBGene00007352	protein_coding	II	3'UTR
V	7814503	7814564	2	WBGene00002078	+	0	2.0	xpo-1	-0.4186545	Gender Neutral	157.973	113.738	WBGene00002078	Oogenic only	WBGene00002078	protein_coding	V	3'UTR
I	10442081	10442141	3	WBGene00013718	-	0	3.0	Y106G6H.5	0.5306718	Gender Neutral	54.3399	76.2271	WBGene00013718	Oogenic only	WBGene00013718	protein_coding	I	CDS
II	9365722	9365756	3	WBGene00003196	+	0	3.0	mel-11	-0.1209566	Gender Neutral	54.5587	48.4755	WBGene00003196	Oogenic only	WBGene00003196	protein_coding	II	CDS
II	9368910	9368963	2	WBGene00003196	+	0	2.0	mel-11	-0.1209566	Gender Neutral	54.5587	48.4755	WBGene00003196	Oogenic only	WBGene00003196	protein_coding	II	3'UTR
IV	9791990	9792067	4	WBGene00004031	-	0	4.0	pis-1	-0.7441478	Gender Neutral	32.1131	18.6543	WBGene00004031	Oogenic only	WBGene00004031	protein_coding	IV	3'UTR
III	10467460	10467531	2	WBGene00000231	+	0	2.0	atx-2	0.4110549	Gender Neutral	104.635	133.599	WBGene00000231	Oogenic only	WBGene00000231	protein_coding	III	3'UTR
III	10467675	10467758	2	WBGene00000231	+	0	2.0	atx-2	0.4110549	Gender Neutral	104.635	133.599	WBGene00000231	Oogenic only	WBGene00000231	protein_coding	III	3'UTR
III	10467906	10467996	2	WBGene00000231	+	0	2.0	atx-2	0.4110549	Gender Neutral	104.635	133.599	WBGene00000231	Oogenic only	WBGene00000231	protein_coding	III	3'UTR
V	18656130	18656175	2	WBGene00013481	-	0	2.0	Y69H2.3	0.3398911	Gender Neutral	28.1209	34.2414	WBGene00013481	Oogenic only	WBGene00013481	ncRNA	V	3'UTR
III	8787148	8787195	2	WBGene00018833	-	0	2.0	ztf-1	-1.86446	Oogenic	49.1071	12.9105	WBGene00018833	Oogenic only	WBGene00018833	protein_coding	III	3'UTR
V	9580211	9580256	2	WBGene00009103	-	0	2.0	rtfo-1					WBGene00009103	Oogenic only	WBGene00009103	protein_coding	V	3'UTR
IV	11653656	11653715	4	WBGene00001320	-	0	4.0	ent-1	-0.9176403	Gender Neutral	153.134	77.0514	WBGene00001320	Oogenic only	WBGene00001320	protein_coding	IV	3'UTR
III	7313084	7313144	4	WBGene00018948	+	0	4.0	F56C9.3	-0.9199104	Gender Neutral	121.048	61.7756	WBGene00018948	Oogenic only	WBGene00018948	protein_coding	III	3'UTR
I	4771272	4771322	4	WBGene00019767	+	0	4.0	rpa-2	0.4565145	Gender Neutral	315.615	416.145	WBGene00019767	Oogenic and Spermatogenic	WBGene00019767	protein_coding	I	3'UTR
IV	12829787	12829847	2	WBGene00008555	+	0	2.0	F07C6.4	0.232513	Gender Neutral	36.8338	44.6673	WBGene00008555	Oogenic only	WBGene00008555	protein_coding	IV	3'UTR
IV	12829942	12829994	2	WBGene00008555	+	0	2.0	F07C6.4	0.232513	Gender Neutral	36.8338	44.6673	WBGene00008555	Oogenic only	WBGene00008555	protein_coding	IV	3'UTR
I	7693924	7693983	4	WBGene00011970	+	0	4.0	rlbp-1	-0.390216	Gender Neutral	41.6099	29.4554	WBGene00011970	Oogenic only	WBGene00011970	protein_coding	I	3'UTR
I	10569961	10570002	3	WBGene00009122	+	0	3.0	tct-1	0.4992045	Gender Neutral	2391.2	3295.39	WBGene00009122	Oogenic and Spermatogenic	WBGene00009122	protein_coding	I	3'UTR
II	5278251	5278302	3	WBGene00022781	-	0	3.0	pmt-1	1.018227	Gender Neutral	12.2999	22.7224	WBGene00022781	Oogenic and Spermatogenic	WBGene00022781	protein_coding	II	3'UTR
II	8568031	8568073	2	WBGene00000615	-	0	2.0	col-38	-0.1571714	Gender Neutral	4.96369	3.72774	WBGene00000615	Oogenic and Spermatogenic	WBGene00000615	protein_coding	II	3'UTR
III	9630339	9630428	4	WBGene00006704	-	0	4.0	ubc-7	0.3108066	Gender Neutral	444.417	495.951	WBGene00006704	Oogenic and Spermatogenic	WBGene00006704	protein_coding	III	3'UTR
IV	387616	387691	2	WBGene00044789	+	0	2.0	T07A9.14					WBGene00044789	Oogenic only	WBGene00044789	protein_coding	IV	3'UTR
V	11118279	11118378	3	WBGene00010406	+	0	2.0	math-33	0.4705287	Gender Neutral	90.7552	123.812	WBGene00010406	Oogenic only	WBGene00010406	protein_coding	V	3'UTR
I	8755585	8755643	3	WBGene00007979	+	0	3.0	imp-1	-1.762293	Oogenic	146.146	41.4171	WBGene00007979	Oogenic only	WBGene00007979	protein_coding	I	3'UTR
I	8755920	8755968	3	WBGene00007978	-	0	3.0	C36B1.11	-0.9127415	Gender Neutral	150.824	78.0293	WBGene00007978	Oogenic only	WBGene00007978	protein_coding	I	3'UTR
V	6051444	6051494	2	WBGene00019808	-	0	2.0	R01B10.6	-0.360777	Gender Neutral	55.9145	41.0828	WBGene00019808	Oogenic and Spermatogenic	WBGene00019808	protein_coding	V	3'UTR
I	15050904	15050950	2	WBGene00009286	-	0	2.0	F31C3.4	-1.704617	Oogenic	119.656	35.6516	WBGene00009286	Oogenic only	WBGene00009286	protein_coding	I	3'UTR
II	8518269	8518313	2	WBGene00004383	+	0	2.0	rnh-2	-0.2076847	Gender Neutral	76.443	63.7913	WBGene00004383	Oogenic only	WBGene00004383	protein_coding	II	3'UTR
II	5657770	5657794	2	WBGene00006402	-	0	2.0	fut-3	-0.9774108	Gender Neutral	102.792	50.6677	WBGene00006402	Oogenic only	WBGene00006402	protein_coding	II	3'UTR
II	8999547	8999597	4	WBGene00006514	+	0	4.0	tdp-1	-1.143104	Oogenic	122.347	59.0376	WBGene00006514	Oogenic only	WBGene00006514	protein_coding	II	3'UTR
IV	4759113	4759155	2	WBGene00021206	-	0	2.0	Y17G9B.9	-1.321525	Oogenic	106.401	41.0555	WBGene00021206	Oogenic only	WBGene00021206	protein_coding	IV	3'UTR
V	11222736	11222779	2	WBGene00011831	+	0	2.0	T19B10.2	-0.575256	Gender Neutral	1.31781	0.930747	WBGene00011831	Oogenic only	WBGene00011831	protein_coding	V	3'UTR
I	11076276	11076334	2	WBGene00001980	-	0	2.0	hmr-1	-1.830102	Oogenic	60.8908	16.8032	WBGene00001980	Oogenic only	WBGene00001980	protein_coding	I	3'UTR
I	11094380	11094423	2	WBGene00001980	-	0	2.0	hmr-1	-1.830102	Oogenic	60.8908	16.8032	WBGene00001980	Oogenic only	WBGene00001980	protein_coding	I	CDS
V	14945604	14945681	3	WBGene00044177	-	0	3.0	C30G7.3	10.57723	Spermatogenic	0.358176	270.815	WBGene00044177	Spermatogenic only	WBGene00044177	protein_coding	V	5'UTR
I	8217599	8217679	4	WBGene00011376	+	0	4.0	gla-3	-1.351541	Oogenic	103.562	38.3674	WBGene00011376	Oogenic only	WBGene00011376	protein_coding	I	3'UTR
MtDNA	8170	8209	3	WBGene00010964	+	0	3.0	ctc-1					WBGene00010964	Spermatogenic only	WBGene00010964	protein_coding	MtDNA	CDS
II	13882384	13882437	3	WBGene00013095	+	0	3.0	ing-3	-1.157837	Oogenic	53.6143	22.4045	WBGene00013095	Oogenic only	WBGene00013095	protein_coding	II	3'UTR
III	7145877	7145934	2	WBGene00003858	-	0	2.0	ogt-1	-0.9730197	Gender Neutral	45.4514	22.2413	WBGene00003858	Oogenic only	WBGene00003858	protein_coding	III	3'UTR
X	5353232	5353296	2	WBGene00003990	-	0	2.0	pfn-2	0.4401269	Gender Neutral	28.2264	35.6749	WBGene00003990	Oogenic and Spermatogenic	WBGene00003990	protein_coding	X	3'UTR
IV	6974526	6974592	4	WBGene00003992	-	0	4.0	pgl-1	-0.6332707	Gender Neutral	323.104	207.622	WBGene00003992	Oogenic only	WBGene00003992	protein_coding	IV	3'UTR
III	5376024	5376082	2	WBGene00021313	-	0	2.0	paqr-2	0.5537152	Gender Neutral	31.0414	43.1728	WBGene00021313	Oogenic only	WBGene00021313	protein_coding	III	3'UTR
II	14707932	14707966	2	WBGene00007479	+	0	2.0	C09F9.2	4.142465	Spermatogenic	0.0949792	1.53611	WBGene00007479	Spermatogenic only	WBGene00007479	protein_coding	II	CDS
I	8209742	8209818	4	WBGene00011379	-	0	4.0	T02E1.7	7.704067	Spermatogenic	0.696588	218.954	WBGene00011379	Spermatogenic only	WBGene00011379	protein_coding	I	CDS
IV	10926248	10926290	2	WBGene00004319	+	0	2.0	rbr-2	-1.398453	Oogenic	33.8495	12.1952	WBGene00004319	Oogenic only	WBGene00004319	protein_coding	IV	3'UTR
IV	10926546	10926604	3	WBGene00004319	+	0	3.0	rbr-2	-1.398453	Oogenic	33.8495	12.1952	WBGene00004319	Oogenic only	WBGene00004319	protein_coding	IV	3'UTR
IV	11012360	11012406	3	WBGene00008774	-	0	3.0	F13H10.3	-1.131766	Oogenic	43.6714	19.3075	WBGene00008774	Oogenic only	WBGene00008774	protein_coding	IV	3'UTR
I	9616549	9616589	3	WBGene00004312	-	0	3.0	rba-1	-0.9763789	Gender Neutral	140.798	69.4519	WBGene00004312	Oogenic only	WBGene00004312	protein_coding	I	3'UTR
IV	5393235	5393271	2	WBGene00022775	+	0	2.0	ZK616.5	-1.301839	Oogenic	131.182	51.8618	WBGene00022775	Oogenic only	WBGene00022775	protein_coding	IV	3'UTR
II	5664453	5664500	3	WBGene00016115	+	0	3.0	mdt-26	-0.2476319	Gender Neutral	97.7729	77.1735	WBGene00016115	Oogenic only	WBGene00016115	protein_coding	II	3'UTR
III	6457165	6457221	3	WBGene00020821	+	0	3.0	jhdm-1	-0.6408643	Gender Neutral	70.8411	39.8502	WBGene00020821	Oogenic only	WBGene00020821	protein_coding	III	CDS
I	15005608	15005655	3	WBGene00009368	-	0	3.0	F33H2.5	-0.8233266	Gender Neutral	38.5902	20.7454	WBGene00009368	Oogenic only	WBGene00009368	protein_coding	I	3'UTR
IV	8433730	8433773	2	WBGene00020824	+	0	2.0	T26A8.1	-0.2244639	Gender Neutral	69.8085	57.992	WBGene00020824	Oogenic and Spermatogenic	WBGene00020824	protein_coding	IV	CDS
II	13059836	13059879	3	WBGene00006999	+	0	3.0	zyx-1	0.8486218	Gender Neutral	8.51846	13.7763	WBGene00006999	Oogenic and Spermatogenic	WBGene00006999	protein_coding	II	CDS
III	3400773	3400836	4	WBGene00003795	-	0	4.0	npp-9	-1.027362	Oogenic	377.827	178.748	WBGene00003795	Oogenic only	WBGene00003795	protein_coding	III	3'UTR
V	7852431	7852478	4	WBGene00016501	-	0	4.0	C37C3.9	-0.9508813	Gender Neutral	173.526	86.4277	WBGene00016501	Oogenic and Spermatogenic	WBGene00016501	protein_coding	V	3'UTR
II	11167256	11167307	2	WBGene00197803	-	0	2.0	K07C10.6					WBGene00197803		WBGene00197803	ncRNA	II	ncRNA
I	7724109	7724152	2	WBGene00009191	-	0	2.0	F27D4.7	-0.7890994	Gender Neutral	70.9651	38.5679	WBGene00009191	Oogenic and Spermatogenic	WBGene00009191	protein_coding	I	CDS
V	4818869	4818902	2	WBGene00016509	-	0	2.0	adss-1					WBGene00016509	Oogenic only	WBGene00016509	protein_coding	V	3'UTR
V	4819048	4819118	2	WBGene00016509	-	0	2.0	adss-1					WBGene00016509	Oogenic only	WBGene00016509	protein_coding	V	3'UTR
III	4471660	4471715	4	WBGene00004132	-	0	4.0	ifet-1	-0.9990565	Gender Neutral	430.025	205.227	WBGene00004132	Oogenic only	WBGene00004132	protein_coding	III	3'UTR
III	4471791	4471842	4	WBGene00004132	-	0	4.0	ifet-1	-0.9990565	Gender Neutral	430.025	205.227	WBGene00004132	Oogenic only	WBGene00004132	protein_coding	III	3'UTR
III	4472006	4472102	4	WBGene00004132	-	0	4.0	ifet-1	-0.9990565	Gender Neutral	430.025	205.227	WBGene00004132	Oogenic only	WBGene00004132	protein_coding	III	3'UTR
III	6943296	6943364	2	WBGene00004133	-	0	2.0	abu-13					WBGene00004133	Spermatogenic only	WBGene00004133	protein_coding	III	CDS
I	11931713	11931749	2	WBGene00011059	+	0	2.0	R06C1.4	3.992987	Spermatogenic	20.1379	283.021	WBGene00011059	Oogenic and Spermatogenic	WBGene00011059	protein_coding	I	3'UTR
III	7170554	7170595	3	WBGene00018152	+	0	3.0	acs-4	-0.3073309	Gender Neutral	274.896	213.788	WBGene00018152	Oogenic and Spermatogenic	WBGene00018152	protein_coding	III	3'UTR
III	7170875	7170940	2	WBGene00018152	+	0	2.0	acs-4	-0.3073309	Gender Neutral	274.896	213.788	WBGene00018152	Oogenic and Spermatogenic	WBGene00018152	protein_coding	III	3'UTR
I	3788687	3788736	3	WBGene00004425	+	0	3.0	rpl-13	0.5324376	Gender Neutral	6521.91	8819.83	WBGene00004425	Oogenic and Spermatogenic	WBGene00004425	protein_coding	I	CDS
IV	6587911	6587955	2	WBGene00001029	+	0	2.0	dnj-11	0.08970005	Gender Neutral	174.523	176.587	WBGene00001029	Oogenic and Spermatogenic	WBGene00001029	protein_coding	IV	3'UTR
I	13281601	13281652	2	WBGene00010806	-	0	2.0	M01E5.3	-1.355762	Oogenic	103.098	41.0241	WBGene00010806	Oogenic only	WBGene00010806	protein_coding	I	3'UTR
V	12063444	12063541	2	WBGene00004138	-	0	2.0	pqn-53					WBGene00004138	Oogenic and Spermatogenic	WBGene00004138	ncRNA	V	3'UTR
II	6854422	6854478	4	WBGene00001023	-	0	4.0	dnj-5	-0.8397255	Gender Neutral	198.362	105.073	WBGene00001023	Oogenic only	WBGene00001023	protein_coding	II	CDS
II	6857704	6857776	3	WBGene00001023	-	0	3.0	dnj-5	-0.8397255	Gender Neutral	198.362	105.073	WBGene00001023	Oogenic only	WBGene00001023	protein_coding	II	CDS
III	13160227	13160263	3	WBGene00012714	+	0	3.0	abce-1	0.4967149	Gender Neutral	115.597	155.944	WBGene00012714	Oogenic only	WBGene00012714	protein_coding	III	3'UTR
I	9757342	9757455	7	WBGene00006352	+	0	4.0	sur-6	-0.6058299	Gender Neutral	144.627	88.8413	WBGene00006352	Oogenic only	WBGene00006352	protein_coding	I	3'UTR
IV	11312513	11312543	2	WBGene00001020	-	0	2.0	dnj-2	0.04180747	Gender Neutral	62.2995	61.9941	WBGene00001020	Oogenic only	WBGene00001020	protein_coding	IV	3'UTR
II	7350158	7350219	4	WBGene00002008	-	0	4.0	hsp-4	1.772087	Spermatogenic	241.306	781.947	WBGene00002008	Oogenic and Spermatogenic	WBGene00002008	protein_coding	II	3'UTR
IV	9893696	9893756	3	WBGene00006056	-	0	3.0	sss-1	10.25206	Spermatogenic	1.30083	1684.34	WBGene00006056	Spermatogenic only	WBGene00006056	protein_coding	IV	5'UTR
III	8088253	8088303	4	WBGene00001743	+	0	4.0	grp-1	-0.7362452	Gender Neutral	84.0856	48.7116	WBGene00001743	Oogenic only	WBGene00001743	protein_coding	III	3'UTR
I	1238093	1238134	2	WBGene00021685	+	0	2.0	herc-1	0.3790613	Gender Neutral	37.4632	47.65	WBGene00021685	Oogenic only	WBGene00021685	protein_coding	I	CDS
II	10419115	10419147	3	WBGene00008480	+	0	3.0	E04D5.1	-0.1650566	Gender Neutral	325.02	280.066	WBGene00008480	Oogenic only	WBGene00008480	protein_coding	II	3'UTR
IV	17281180	17281263	4	WBGene00002005	+	0	4.0	hsp-1	0.1520676	Gender Neutral	0.0	0.0	WBGene00002005	Oogenic and Spermatogenic	WBGene00002005	protein_coding	IV	3'UTR
X	12889971	12890031	4	WBGene00014416	+	0	4.0	K02A4.t1					WBGene00014416		WBGene00014416	tRNA	X	ncRNA
X	6089060	6089108	4	WBGene00002007	-	0	4.0	hsp-3	0.08252413	Gender Neutral	150.172	153.192	WBGene00002007	Oogenic and Spermatogenic	WBGene00002007	protein_coding	X	3'UTR
X	6089233	6089321	3	WBGene00002007	-	0	3.0	hsp-3	0.08252413	Gender Neutral	150.172	153.192	WBGene00002007	Oogenic and Spermatogenic	WBGene00002007	protein_coding	X	3'UTR
IV	9146371	9146448	3	WBGene00009078	-	0	3.0	rpb-12	0.1724505	Gender Neutral	91.1435	100.505	WBGene00009078	Oogenic only	WBGene00009078	protein_coding	IV	3'UTR
I	15060776	15060853	4	WBGene00004677	+	0	4.0	rrn-3.56	-0.9586667	Gender Neutral	0.0	4037.81	WBGene00004677	Oogenic and Spermatogenic	WBGene00004677	pseudogene	I	ncRNA
III	9558714	9558791	2	WBGene00008170	-	0	2.0	C48B4.7	-0.350864	Gender Neutral	97.4239	73.9955	WBGene00008170	Oogenic and Spermatogenic	WBGene00008170	protein_coding	III	3'UTR
I	5105137	5105209	4	WBGene00003924	-	0	4.0	pas-3	0.2854439	Gender Neutral	526.864	615.049	WBGene00003924	Oogenic and Spermatogenic	WBGene00003924	protein_coding	I	3'UTR
